2020-10-12 14:33:54,929 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2020-10-12 14:33:54,969 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2020-10-12 14:33:54,972 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2020-10-12 14:33:54,972 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2020-10-12 14:33:55,001 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2020-10-12 14:33:55,001 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2020-10-12 14:33:55,048 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2020-10-12 15:50:16,580 INFO  SwAddin.cs: 271 - Assembly export called for file pan_tilt_urdf_assm.SLDASM
2020-10-12 15:50:16,581 INFO  SwAddin.cs: 276 - Save is required
2020-10-12 15:50:16,582 INFO  SwAddin.cs: 290 - Saving assembly
2020-10-12 15:50:16,775 INFO  SwAddin.cs: 293 - Opening property manager
2020-10-12 15:50:16,808 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from pan_tilt_urdf_assm.SLDASM
2020-10-12 15:50:16,817 INFO  ExportHelperExtension.cs: 1142 - Found 31 in pan_tilt_urdf_assm.SLDASM
2020-10-12 15:50:16,818 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in pan_tilt_urdf_assm.SLDASM
2020-10-12 15:50:16,819 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-10-12 15:50:16,821 INFO  ExportHelperExtension.cs: 1167 - 3 components to check
2020-10-12 15:50:16,823 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from link_1_pan_tilt-1
2020-10-12 15:50:16,824 INFO  ExportHelperExtension.cs: 1142 - Found 31 in link_1_pan_tilt-1
2020-10-12 15:50:16,824 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in link_1_pan_tilt-1
2020-10-12 15:50:16,825 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from base_link_pan_tilt-1
2020-10-12 15:50:16,826 INFO  ExportHelperExtension.cs: 1142 - Found 28 in base_link_pan_tilt-1
2020-10-12 15:50:16,828 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in base_link_pan_tilt-1
2020-10-12 15:50:16,851 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from link_2_pan_tilt-1
2020-10-12 15:50:16,852 INFO  ExportHelperExtension.cs: 1142 - Found 33 in link_2_pan_tilt-1
2020-10-12 15:50:16,854 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in link_2_pan_tilt-1
2020-10-12 15:50:16,856 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from pan_tilt_urdf_assm.SLDASM
2020-10-12 15:50:16,857 INFO  ExportHelperExtension.cs: 1142 - Found 31 in pan_tilt_urdf_assm.SLDASM
2020-10-12 15:50:16,858 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in pan_tilt_urdf_assm.SLDASM
2020-10-12 15:50:16,858 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-10-12 15:50:16,859 INFO  ExportHelperExtension.cs: 1167 - 3 components to check
2020-10-12 15:50:16,860 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from link_1_pan_tilt-1
2020-10-12 15:50:16,861 INFO  ExportHelperExtension.cs: 1142 - Found 31 in link_1_pan_tilt-1
2020-10-12 15:50:16,862 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [RefAxis] in link_1_pan_tilt-1
2020-10-12 15:50:16,863 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from base_link_pan_tilt-1
2020-10-12 15:50:16,863 INFO  ExportHelperExtension.cs: 1142 - Found 28 in base_link_pan_tilt-1
2020-10-12 15:50:16,864 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in base_link_pan_tilt-1
2020-10-12 15:50:16,865 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from link_2_pan_tilt-1
2020-10-12 15:50:16,865 INFO  ExportHelperExtension.cs: 1142 - Found 33 in link_2_pan_tilt-1
2020-10-12 15:50:16,866 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [RefAxis] in link_2_pan_tilt-1
2020-10-12 15:50:17,074 INFO  SwAddin.cs: 316 - Loading config tree
2020-10-12 15:50:17,082 INFO  Serialization.cs: 275 - URDF Configuration found
